,Country Name,Country Code_x,Indicator Name,Region,Income_Group,Sexo_o_clase,Edad,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
7087,Sierra Leona,SLE,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,65.0,,,,,62.7,,14.9,53.7,,39.9,,,59.2,,,,,,,
7094,Sierra Leona,SLE,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,64.7,,,,,63.6,,14.9,55.0,,40.8,,,60.7,,,,,,,
7095,Sierra Leona,SLE,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,65.4,,,,,61.8,,14.9,52.5,,39.1,,,57.5,,,,,,,
7121,El Salvador,SLV,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,12.6609317489,,,,7.1,,7.4,,7.442466,7.0,7.800059,,,,,,,
7128,El Salvador,SLV,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso mediano bajo,Hombre,7 a 14 años,,,,17.0550538663,,,,10.1,,10.6,,10.35156,10.0,10.94549,,,,,,,
7129,El Salvador,SLV,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso mediano bajo,Mujer,7 a 14 años,,,,8.1127204865,,,,3.8,,4.1,,4.357373,4.0,4.569547,,,,,,,
7155,San Marino,SMR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7162,San Marino,SMR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7163,San Marino,SMR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7189,Somalia,SOM,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,43.5,,,,,,,,,,,,,,
7196,Somalia,SOM,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,,,,,,45.5,,,,,,,,,,,,,,
7197,Somalia,SOM,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,,,,,,41.5,,,,,,,,,,,,,,
7223,Serbia,SRB,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,6.9,,,,,,,,,17.9379,,,,,,
7230,Serbia,SRB,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,7.2,,,,,,,,,23.42707,,,,,,
7231,Serbia,SRB,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,6.6,,,,,,,,,12.88802,,,,,,
7291,Sudán del Sur,SSD,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,45.6,,,,,,,,,,,,
7298,Sudán del Sur,SSD,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,,,,,,,,45.6,,,,,,,,,,,,
7299,Sudán del Sur,SSD,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,,,,,,,,45.7,,,,,,,,,,,,
7393,Santo Tomé y Príncipe,STP,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7400,Santo Tomé y Príncipe,STP,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7401,Santo Tomé y Príncipe,STP,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7427,Suriname,SUR,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7434,Suriname,SUR,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7435,Suriname,SUR,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7461,República Eslovaca,SVK,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7468,República Eslovaca,SVK,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7469,República Eslovaca,SVK,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7495,Eslovenia,SVN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7502,Eslovenia,SVN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7503,Eslovenia,SVN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7529,Suecia,SWE,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7536,Suecia,SWE,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7537,Suecia,SWE,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7563,Eswatini,SWZ,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,11.2,,,,,,,,,,13.3,,,,,,,,,,
7570,Eswatini,SWZ,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,11.4,,,,,,,,,,14.5,,,,,,,,,,
7571,Eswatini,SWZ,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,10.9,,,,,,,,,,12.1,,,,,,,,,,
7597,Sint Maarten (Dutch part),SXM,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7604,Sint Maarten (Dutch part),SXM,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7605,Sint Maarten (Dutch part),SXM,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7631,Seychelles,SYC,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7638,Seychelles,SYC,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7639,Seychelles,SYC,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7665,República Árabe Siria,SYR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,6.6,,,,,,,,,,,,,,
7672,República Árabe Siria,SYR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso bajo,Hombre,7 a 14 años,,,,,,,8.8,,,,,,,,,,,,,,
7673,República Árabe Siria,SYR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso bajo,Mujer,7 a 14 años,,,,,,,4.3,,,,,,,,,,,,,,
7699,Islas Turcas y Caicos,TCA,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7706,Islas Turcas y Caicos,TCA,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7707,Islas Turcas y Caicos,TCA,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7733,Chad,TCD,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,60.4,,,,,,33.1,,,,,55.895620252117,,,,,
7740,Chad,TCD,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,,,,64.4,,,,,,32.1,,,,,56.709070533588,,,,,
7741,Chad,TCD,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,,,,56.2,,,,,,34.2,,,,,55.08938460203,,,,,
7835,Togo,TGO,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,38.68966,,,,48.8,,,,35.225900214957,,,,,,
7842,Togo,TGO,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,,,,,,39.84446,,,,50.3,,,,37.080401632621,,,,,,
7843,Togo,TGO,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,,,,,,37.4305,,,,47.0,,,,33.071973136429,,,,,,
7869,Tailandia,THA,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,15.1,15.1,,,,,,,,,,,,,,
7876,Tailandia,THA,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,15.7,15.7,,,,,,,,,,,,,,
7877,Tailandia,THA,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,14.4,14.4,,,,,,,,,,,,,,
7903,Tayikistán,TJK,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,8.9,,,,,,,,,,,,,,,
7910,Tayikistán,TJK,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,8.7,,,,,,,,,,,,,,,
7911,Tayikistán,TJK,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,9.1,,,,,,,,,,,,,,,
7937,Turkmenistán,TKM,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7944,Turkmenistán,TKM,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7945,Turkmenistán,TKM,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8005,Timor-Leste,TLS,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,7.6,,,,,,19.9,,,,,,,,,,,,,
8012,Timor-Leste,TLS,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre,7 a 14 años,,7.1,,,,,,22.2,,,,,,,,,,,,,
8013,Timor-Leste,TLS,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Mujer,7 a 14 años,,8.1,,,,,,17.7,,,,,,,,,,,,,
8073,Tonga,TON,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8080,Tonga,TON,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8081,Tonga,TON,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8175,Trinidad y Tobago,TTO,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,3.9,,,,,,3.4,,,,,,,,,,,,,,
8182,Trinidad y Tobago,TTO,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,5.2,,,,,,4.1,,,,,,,,,,,,,,
8183,Trinidad y Tobago,TTO,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,2.8,,,,,,2.7,,,,,,,,,,,,,,
8209,Túnez,TUN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,3.4,,,,,,,,
8216,Túnez,TUN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,3.9,,,,,,,,
8217,Túnez,TUN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,2.7,,,,,,,,
8243,Turquía,TUR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,2.6,,,,,,,,,,,,,,
8250,Turquía,TUR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,3.3,,,,,,,,,,,,,,
8251,Turquía,TUR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,1.8,,,,,,,,,,,,,,
8277,Tuvalu,TUV,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8284,Tuvalu,TUV,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8285,Tuvalu,TUV,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8311,Tanzanía,TZA,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,40.3521593213,,,,,31.1,,,,,29.4,,,34.73484,,,,,,
8318,Tanzanía,TZA,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,,41.4733688044,,,,,35.0,,,,,30.8,,,35.26557,,,,,,
8319,Tanzanía,TZA,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,,39.2195644612,,,,,27.1,,,,,28.1,,,34.17038,,,,,,
8345,Uganda,UGA,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,38.17033,,,,,,36.7,,,,,,,,
8352,Uganda,UGA,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,,,,,,39.82124,,,,,,37.1,,,,,,,,
8353,Uganda,UGA,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,,,,,,36.49879,,,,,,36.3,,,,,,,,
8379,Ucrania,UKR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,17.3,,,,,,,5.0,,,,,,,,
8386,Ucrania,UKR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,18.0,,,,,,,5.1,,,,,,,,
8387,Ucrania,UKR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,16.6,,,,,,,5.0,,,,,,,,
8447,Uruguay,URY,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,7.3,,,,,,,,,,,
8454,Uruguay,URY,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,9.4,,,,,,,,,,,
8455,Uruguay,URY,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,5.0,,,,,,,,,,,
8481,Estados Unidos,USA,Porcentaje de niños economicamente activos,America del Norte,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8488,Estados Unidos,USA,Porcentaje de niños economicamente activos,America del Norte,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8489,Estados Unidos,USA,Porcentaje de niños economicamente activos,America del Norte,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8515,Uzbekistán,UZB,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,18.09417,,,,,5.1,5.1,,,,,,,,,,,,,,
8522,Uzbekistán,UZB,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano bajo,Hombre,7 a 14 años,21.99937,,,,,5.3,5.3,,,,,,,,,,,,,,
8523,Uzbekistán,UZB,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano bajo,Mujer,7 a 14 años,13.98417,,,,,4.9,4.9,,,,,,,,,,,,,,
8549,San Vicente y las Granadinas,VCT,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8556,San Vicente y las Granadinas,VCT,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8557,San Vicente y las Granadinas,VCT,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8617,Islas Vírgenes Británicas,VGB,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8624,Islas Vírgenes Británicas,VGB,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8625,Islas Vírgenes Británicas,VGB,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8651,Islas Vírgenes (EE.UU.),VIR,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8658,Islas Vírgenes (EE.UU.),VIR,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8659,Islas Vírgenes (EE.UU.),VIR,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8685,Viet Nam,VNM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,21.3,,,,,13.0,10.9,,,,,,,,
8692,Viet Nam,VNM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,21.0,,,,,12.5,11.7,,,,,,,,
8693,Viet Nam,VNM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,21.6,,,,,13.5,10.1,,,,,,,,
8719,Vanuatu,VUT,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8726,Vanuatu,VUT,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8727,Vanuatu,VUT,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8787,Samoa,WSM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8794,Samoa,WSM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8795,Samoa,WSM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8821,Kosovo,XKX,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8828,Kosovo,XKX,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8829,Kosovo,XKX,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8855,"Yemen, Rep. del",YEM,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,18.3,,,,16.1,,,,,,,,,,
8862,"Yemen, Rep. del",YEM,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso bajo,Hombre,7 a 14 años,,,,,,,20.7,,,,17.1,,,,,,,,,,
8863,"Yemen, Rep. del",YEM,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso bajo,Mujer,7 a 14 años,,,,,,,15.9,,,,15.0,,,,,,,,,,
8889,Sudáfrica,ZAF,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8896,Sudáfrica,ZAF,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8897,Sudáfrica,ZAF,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8923,Zambia,ZMB,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,47.86269,,,34.4,,,,,,,,,,,,
8930,Zambia,ZMB,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,48.9289,,,35.4,,,,,,,,,,,,
8931,Zambia,ZMB,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,46.76866,,,33.3,,,,,,,,,,,,
8957,Zimbabwe,ZWE,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8964,Zimbabwe,ZWE,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
8965,Zimbabwe,ZWE,Porcentaje de niños economicamente activos,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
19,Aruba,ABW,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
20,Aruba,ABW,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
21,Aruba,ABW,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
87,Angola,AGO,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,73.4,,,,,,,,,,,,,,,,,,,
88,Angola,AGO,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,,75.3,,,,,,,,,,,,,,,,,,,
89,Angola,AGO,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,,71.6,,,,,,,,,,,,,,,,,,,
121,Albania,ALB,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,56.86922,,,,,93.3,,,,,94.9,,,,,,,,,,
122,Albania,ALB,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,57.9484,,,,,,,,,,95.652514836542,,,,,,,,,,
123,Albania,ALB,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,55.40751,,,,,,,,,,93.757702977558,,,,,,,,,,
155,Andorra,AND,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
156,Andorra,AND,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
157,Andorra,AND,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
223,Emiratos Árabes Unidos,ARE,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
224,Emiratos Árabes Unidos,ARE,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
225,Emiratos Árabes Unidos,ARE,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
257,Argentina,ARG,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,95.2,,,,,,,,95.24706,,,,,,,,
258,Argentina,ARG,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,95.26695,,,,,,,,
259,Argentina,ARG,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,95.20606,,,,,,,,
291,Armenia,ARM,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,100.0,,,,,,,,,,
