,Country Name,Country Code_x,Indicator Name,Region,Income_Group,Sexo_o_clase,Edad,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,id,lon,lat
129,Comoras,COM,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,COM,43.67901,-11.87644
130,Comoras,COM,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,COM,43.67901,-11.87644
131,Comoras,COM,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,COM,43.67901,-11.87644
132,Cabo Verde,CPV,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CPV,-23.9582,15.95312
133,Cabo Verde,CPV,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CPV,-23.9582,15.95312
134,Cabo Verde,CPV,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CPV,-23.9582,15.95312
135,Costa Rica,CRI,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,5.7,,,,,,,2.5,,,,,1.31,,,,,CRI,-84.19143,9.976613
136,Costa Rica,CRI,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,8.1,,,,,,,3.4,,,,,1.94,,,,,CRI,-84.19143,9.976613
137,Costa Rica,CRI,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,3.5,,,,,,,1.6,,,,,0.63,,,,,CRI,-84.19143,9.976613
138,Cuba,CUB,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CUB,-79.01547,21.62276
139,Cuba,CUB,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CUB,-79.01547,21.62276
140,Cuba,CUB,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CUB,-79.01547,21.62276
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUW,-68.97081,12.19602
142,Islas Caimán,CYM,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CYM,-80.91132,19.42869
143,Islas Caimán,CYM,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CYM,-80.91132,19.42869
144,Islas Caimán,CYM,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CYM,-80.91132,19.42869
145,Chipre,CYP,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CYP,33.56792,35.26329
146,Chipre,CYP,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CYP,33.56792,35.26329
147,Chipre,CYP,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CYP,33.56792,35.26329
148,Chipre,CYP,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CYP,33.00508,34.91717
149,Chipre,CYP,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CYP,33.00508,34.91717
150,Chipre,CYP,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CYP,33.00508,34.91717
151,República Checa,CZE,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CZE,15.31146,49.73333
152,República Checa,CZE,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CZE,15.31146,49.73333
153,República Checa,CZE,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,CZE,15.31146,49.73333
154,Alemania,DEU,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DEU,10.38469,51.10689
155,Alemania,DEU,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DEU,10.38469,51.10689
156,Alemania,DEU,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DEU,10.38469,51.10689
157,Djibouti,DJI,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DJI,42.55975,11.74906
158,Djibouti,DJI,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DJI,42.55975,11.74906
159,Djibouti,DJI,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DJI,42.55975,11.74906
160,Dominica,DMA,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DMA,-61.3575,15.43921
161,Dominica,DMA,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DMA,-61.3575,15.43921
162,Dominica,DMA,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DMA,-61.3575,15.43921
163,Dinamarca,DNK,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DNK,10.02693,55.98121
164,Dinamarca,DNK,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DNK,10.02693,55.98121
165,Dinamarca,DNK,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,DNK,10.02693,55.98121
166,República Dominicana,DOM,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,3.5,,,5.8,,,,14.05843,,,2.684442,,13.196593457211,,,,,,,DOM,-70.50498,18.89411
167,República Dominicana,DOM,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,5.9,,,9.0,,,,19.85296,,,3.854917,,15.713939026296,,,,,,,DOM,-70.50498,18.89411
168,República Dominicana,DOM,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,0.9,,,2.7,,,,7.873248,,,1.405777,,10.316032966088,,,,,,,DOM,-70.50498,18.89411
169,Argelia,DZA,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,7.5007636979978,,,,,,,,DZA,2.616986,28.15883
170,Argelia,DZA,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,8.4668352460352,,,,,,,,DZA,2.616986,28.15883
171,Argelia,DZA,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,6.4895522127262,,,,,,,,DZA,2.616986,28.15883
172,Ecuador,ECU,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,12.0,,14.3,,,6.3,,3.2,,,,5.562005,,,,,,ECU,-78.75081,-1.423578
173,Ecuador,ECU,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,14.6,,16.9,,,7.4,,3.8,,,,5.911136,,,,,,ECU,-78.75081,-1.423578
174,Ecuador,ECU,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,9.3,,11.6,,,5.2,,2.5,,,,5.179114,,,,,,ECU,-78.75081,-1.423578
175,"Egipto, República Árabe de",EGY,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,7.9,,,,2.9,,,,,,,,,,,,EGY,29.86112,26.49595
176,"Egipto, República Árabe de",EGY,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,11.5,,,,4.8,,,,,,,,,,,,EGY,29.86112,26.49595
177,"Egipto, República Árabe de",EGY,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,4.3,,,,0.9,,,,,,,,,,,,EGY,29.86112,26.49595
178,Eritrea,ERI,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ERI,38.84531,15.3616
179,Eritrea,ERI,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ERI,38.84531,15.3616
180,Eritrea,ERI,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ERI,38.84531,15.3616
181,España,ESP,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ESP,-3.64715,40.24486
182,España,ESP,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ESP,-3.64715,40.24486
183,España,ESP,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ESP,-3.64715,40.24486
184,Estonia,EST,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,EST,25.54196,58.67153
185,Estonia,EST,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,EST,25.54196,58.67153
186,Estonia,EST,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,EST,25.54196,58.67153
187,Etiopía,ETH,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,56.0,,,,,,26.1,,,,,,,,,,ETH,39.60005,8.622862
188,Etiopía,ETH,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,,64.3,,,,,,32.5,,,,,,,,,,ETH,39.60005,8.622862
189,Etiopía,ETH,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,,47.1,,,,,,19.5,,,,,,,,,,ETH,39.60005,8.622862
190,Finlandia,FIN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FIN,26.2738,64.49898
191,Finlandia,FIN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FIN,26.2738,64.49898
192,Finlandia,FIN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FIN,26.2738,64.49898
193,Fiji,FJI,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FJI,165.4473,-17.42923
194,Fiji,FJI,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FJI,165.4473,-17.42923
195,Fiji,FJI,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FJI,165.4473,-17.42923
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLK,-59.35237,-51.745
197,Francia,FRA,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FRA,-2.762392,42.17295
198,Francia,FRA,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FRA,-2.762392,42.17295
199,Francia,FRA,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FRA,-2.762392,42.17295
200,Islas Feroe,FRO,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FRO,-6.879568,62.05331
201,Islas Feroe,FRO,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FRO,-6.879568,62.05331
202,Islas Feroe,FRO,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FRO,-6.879568,62.05331
203,Micronesia (Estados Federados de),FSM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FSM,153.2768,7.446647
204,Micronesia (Estados Federados de),FSM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FSM,153.2768,7.446647
205,Micronesia (Estados Federados de),FSM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,FSM,153.2768,7.446647
206,Gabón,GAB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,24.0,,,,,,,,,GAB,11.78763,-0.5864645
207,Gabón,GAB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,25.6,,,,,,,,,GAB,11.78763,-0.5864645
208,Gabón,GAB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,22.6,,,,,,,,,GAB,11.78763,-0.5864645
209,Reino Unido,GBR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GBR,-2.865261,54.12375
210,Reino Unido,GBR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GBR,-2.865261,54.12375
211,Reino Unido,GBR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GBR,-2.865261,54.12375
212,Georgia,GEO,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,31.8,,,,,,,,,,,,,,,GEO,43.50721,42.16869
213,Georgia,GEO,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,33.6,,,,,,,,,,,,,,,GEO,43.50721,42.16869
214,Georgia,GEO,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,29.9,,,,,,,,,,,,,,,GEO,43.50721,42.16869
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GGY,-2.570578,49.46843
216,Ghana,GHA,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,6.0,,,48.9,,,,,,28.76078,,,,,,,,,GHA,-1.216875,7.95338
217,Ghana,GHA,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,6.0,,,49.9,,,,,,28.83964,,,,,,,,,GHA,-1.216875,7.95338
218,Ghana,GHA,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,5.9,,,48.0,,,,,,28.67899,,,,,,,,,GHA,-1.216875,7.95338
219,Guinea,GIN,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,44.9,,38.1,,,,,,,,,GIN,-10.93944,10.43629
220,Guinea,GIN,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,45.1,,40.3,,,,,,,,,GIN,-10.93944,10.43629
221,Guinea,GIN,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,44.7,,35.9,,,,,,,,,GIN,-10.93944,10.43629
222,Gambia,GMB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,25.31456,,,,,43.5,,,35.9,,,,,,,23.75,,,,,,GMB,-15.39417,13.44968
223,Gambia,GMB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,25.36261,,,,,33.9,,,37.6,,,,,,,26.19,,,,,,GMB,-15.39417,13.44968
224,Gambia,GMB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,25.27115,,,,,52.3,,,34.3,,,,,,,21.24,,,,,,GMB,-15.39417,13.44968
225,Guinea-Bissau,GNB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,67.5,,,,,,50.5,,,,,,,,63.916178783634,,,,,,,GNB,-14.94868,12.04757
226,Guinea-Bissau,GNB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,67.4,,,,,,52.8,,,,,,,,65.349524830031,,,,,,,GNB,-14.94868,12.04757
227,Guinea-Bissau,GNB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,67.5,,,,,,48.1,,,,,,,,62.459333875516,,,,,,,GNB,-14.94868,12.04757
228,Guinea Ecuatorial,GNQ,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GNQ,10.34056,1.706056
229,Guinea Ecuatorial,GNQ,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GNQ,10.34056,1.706056
230,Guinea Ecuatorial,GNQ,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GNQ,10.34056,1.706056
231,Grecia,GRC,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GRC,22.95467,39.07519
232,Grecia,GRC,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GRC,22.95467,39.07519
233,Grecia,GRC,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GRC,22.95467,39.07519
234,Granada,GRD,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GRD,-61.68055,12.11805
235,Granada,GRD,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GRD,-61.68055,12.11805
236,Granada,GRD,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GRD,-61.68055,12.11805
237,Groenlandia,GRL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GRL,-41.34109,74.71044
238,Groenlandia,GRL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GRL,-41.34109,74.71044
239,Groenlandia,GRL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GRL,-41.34109,74.71044
240,Guatemala,GTM,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,21.1,16.8,,18.2,,,,,,19.2,,10.60697,7.2426404164735,,,,,,GTM,-90.36421,15.69391
241,Guatemala,GTM,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,26.2,23.1,,24.5,,,,,,26.6,,14.6219,10.037803010883,,,,,,GTM,-90.36421,15.69391
242,Guatemala,GTM,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,16.0,10.5,,11.7,,,,,,11.4,,6.323827,4.2463315513856,,,,,,GTM,-90.36421,15.69391
243,Guam,GUM,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GUM,144.7682,13.44194
244,Guam,GUM,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GUM,144.7682,13.44194
245,Guam,GUM,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GUM,144.7682,13.44194
246,Guyana,GUY,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GUY,-58.98136,4.794206
247,Guyana,GUY,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GUY,-58.98136,4.794206
248,Guyana,GUY,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,GUY,-58.98136,4.794206
249,"Hong Kong, Región Administrativa Especial",HKG,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,HKG,114.1137,22.39848
250,"Hong Kong, Región Administrativa Especial",HKG,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,HKG,114.1137,22.39848
251,"Hong Kong, Región Administrativa Especial",HKG,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,HKG,114.1137,22.39848
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HMD,73.52037,-53.0877
253,Honduras,HND,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,6.8,,,8.7,,,,7.8,,9.2,10.50187,,,,,,,HND,-86.61465,14.82674
254,Honduras,HND,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,10.4,,,13.3,,,,12.4,,14.6,15.11724,,,,,,,HND,-86.61465,14.82674
255,Honduras,HND,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,3.2,,,4.1,,,,3.0,,3.8,5.753953,,,,,,,HND,-86.61465,14.82674
256,Croacia,HRV,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,HRV,16.40329,45.08051
257,Croacia,HRV,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,HRV,16.40329,45.08051
